FIPS,state,county,vote2020,firearm_cat,firearm_rate
FIPS_39051,OH,Fulton County,71.2,Below 10,7.11
FIPS_39053,OH,Gallia County,60.1,Above 17,18.71
FIPS_39055,OH,Geauga County,78.3,Below 10,8.53
FIPS_39057,OH,Greene County,68,Below 10,9.66
FIPS_39063,OH,Hancock County,67.7,Below 10,9.51
FIPS_39069,OH,Henry County,71.7,Below 10,7.36
FIPS_39075,OH,Holmes County,42.8,Below 10,4.55
FIPS_39079,OH,Jackson County,59.9,Above 17,20.34
FIPS_39081,OH,Jefferson County,62.8,Above 17,18.54
FIPS_39085,OH,Lake County,72.9,Below 10,9.31
FIPS_39099,OH,Mahoning County,65.8,Above 17,18.79
FIPS_39105,OH,Meigs County,61.6,Above 17,18.28
FIPS_39109,OH,Miami County,71.9,Below 10,8.11
FIPS_39113,OH,Montgomery County,66.7,Above 17,19.37
FIPS_39117,OH,Morrow County,68.1,Below 10,7.96
FIPS_39123,OH,Ottawa County,72.9,Below 10,9.86
FIPS_39131,OH,Pike County,58.3,Above 17,21.43
FIPS_39133,OH,Portage County,64.2,Below 10,9.48
FIPS_39149,OH,Shelby County,69.8,Below 10,7
FIPS_39155,OH,Trumbull County,64,Above 17,18.88
FIPS_39159,OH,Union County,78.4,Below 10,5.54
FIPS_39163,OH,Vinton County,59.7,Above 17,19.94
FIPS_39165,OH,Warren County,80.8,Below 10,8.18
FIPS_39169,OH,Wayne County,62.7,Below 10,8.62
FIPS_39173,OH,Wood County,66.2,Below 10,7.96
FIPS_40009,OK,Beckham County,49.8,Above 17,20.12
FIPS_40011,OK,Blaine County,58,Above 17,21.05
FIPS_40015,OK,Caddo County,48.1,Above 17,20.67
FIPS_40019,OK,Carter County,55.2,Above 17,22.78
FIPS_40021,OK,Cherokee County,47.8,Above 17,17.22
FIPS_40023,OK,Choctaw County,52.9,Above 17,32.55
FIPS_40031,OK,Comanche County,39.7,Above 17,21.45
FIPS_40033,OK,Cotton County,57.7,Above 17,34.62
FIPS_40035,OK,Craig County,54.7,Above 17,19.55
FIPS_40037,OK,Creek County,56.8,Above 17,22.09
FIPS_40039,OK,Custer County,51.6,Above 17,20.03
FIPS_40041,OK,Delaware County,51.3,Above 17,18.3
FIPS_40061,OK,Haskell County,52.6,Above 17,17.33
FIPS_40063,OK,Hughes County,48.9,Above 17,33.03
FIPS_40069,OK,Johnston County,51.2,Above 17,27.27
FIPS_40071,OK,Kay County,53.1,Above 17,23.59
FIPS_40073,OK,Kingfisher County,60.8,Above 17,21.6
FIPS_40077,OK,Latimer County,53.5,Above 17,19.51
FIPS_40079,OK,Le Flore County,51.3,Above 17,18.85
FIPS_40081,OK,Lincoln County,56.4,Above 17,18.27
FIPS_40087,OK,McClain County,66.2,Above 17,17.01
FIPS_40089,OK,McCurtain County,47.9,Above 17,31.11
FIPS_40091,OK,McIntosh County,53.2,Above 17,18.26
FIPS_40093,OK,Major County,63.6,Above 17,33.93
FIPS_40095,OK,Marshall County,50.6,Above 17,27.55
FIPS_40099,OK,Murray County,56.4,Above 17,20.07
FIPS_40101,OK,Muskogee County,49.4,Above 17,18.1
FIPS_40103,OK,Noble County,57.7,Above 17,28.47
FIPS_40107,OK,Okfuskee County,44.1,Above 17,24.93
FIPS_40109,OK,Oklahoma County,54.4,Above 17,20.33
FIPS_40111,OK,Okmulgee County,49,Above 17,29.51
FIPS_40113,OK,Osage County,56,Above 17,19.1
FIPS_40115,OK,Ottawa County,49.7,Above 17,21.13
FIPS_40117,OK,Pawnee County,54.3,Above 17,24.36
FIPS_40121,OK,Pittsburg County,53.5,Above 17,23.23
FIPS_40123,OK,Pontotoc County,53.2,Above 17,19.85
FIPS_40125,OK,Pottawatomie County,51.4,Above 17,19.02
FIPS_40127,OK,Pushmataha County,55.2,Above 17,25.24
FIPS_40133,OK,Seminole County,45.9,Above 17,18.67
FIPS_40143,OK,Tulsa County,58.9,Above 17,19.96
FIPS_40147,OK,Washington County,61.3,Above 17,19.26
FIPS_40153,OK,Woodward County,53.2,Above 17,18.72
FIPS_41001,OR,Baker County,77.9,Above 17,26.08
FIPS_41003,OR,Benton County,73.8,Below 10,8.72
FIPS_41009,OR,Columbia County,79,Above 17,18.06
FIPS_41011,OR,Coos County,72.2,Above 17,18.99
FIPS_41013,OR,Crook County,81.9,Above 17,22.68
FIPS_41015,OR,Curry County,77.2,Above 17,31.46
FIPS_41019,OR,Douglas County,73.3,Above 17,18.89
FIPS_41025,OR,Harney County,77.7,Above 17,46.35
FIPS_41029,OR,Jackson County,75.7,Above 17,18.88
FIPS_41033,OR,Josephine County,75.3,Above 17,27.34
FIPS_41035,OR,Klamath County,71.9,Above 17,26.03
FIPS_41041,OR,Lincoln County,77.3,Above 17,21.89
FIPS_41053,OR,Polk County,77.1,Below 10,9.66
FIPS_41059,OR,Umatilla County,62.5,Above 17,17.07
FIPS_41067,OR,Washington County,78.4,Below 10,7.97
FIPS_42009,PA,Bedford County,71.4,Above 17,19.11
FIPS_42013,PA,Blair County,65.6,Below 10,9.78
FIPS_42017,PA,Bucks County,82.3,Below 10,6.82
FIPS_42019,PA,Butler County,76.4,Below 10,9.59
FIPS_42025,PA,Carbon County,65.7,Above 17,21.57
FIPS_42027,PA,Centre County,59.9,Below 10,6.54
FIPS_42029,PA,Chester County,82.9,Below 10,6.59
FIPS_42031,PA,Clarion County,62.4,Above 17,17.14
FIPS_42041,PA,Cumberland County,73.1,Below 10,8.5
FIPS_42051,PA,Fayette County,59.6,Above 17,17.18
FIPS_42071,PA,Lancaster County,69.2,Below 10,8.47
FIPS_42073,PA,Lawrence County,67.2,Above 17,17.4
FIPS_42077,PA,Lehigh County,69.2,Below 10,9.63
FIPS_42083,PA,Mc Kean County,59.8,Below 10,9.75
FIPS_42091,PA,Montgomery County,83,Below 10,6.81
FIPS_42095,PA,Northampton County,72.9,Below 10,8.21
FIPS_42097,PA,Northumberland County,58,Below 10,8.54
FIPS_42101,PA,Philadelphia County,65,Above 17,23.93
FIPS_42105,PA,Potter County,68.6,Above 17,19.21
FIPS_42109,PA,Snyder County,60.1,Below 10,6.42
FIPS_42119,PA,Union County,55.5,Below 10,6.69
FIPS_42127,PA,Wayne County,66.6,Above 17,23.85
FIPS_44003,RI,Kent County,71.7,Below 10,4.14
FIPS_44005,RI,Newport County,69.1,Below 10,3.88
FIPS_44007,RI,Providence County,59.7,Below 10,4.46
FIPS_44009,RI,Washington County,73.7,Below 10,5.4
FIPS_45001,SC,Abbeville County,63.9,Above 17,20.31
FIPS_45003,SC,Aiken County,65.8,Above 17,24.27
FIPS_45005,SC,Allendale County,51.5,Above 17,38.66
FIPS_45007,SC,Anderson County,63.4,Above 17,22.64
FIPS_45009,SC,Bamberg County,58.1,Above 17,26.74
FIPS_45011,SC,Barnwell County,64.8,Above 17,32.19
FIPS_45015,SC,Berkeley County,63.7,Above 17,17.15
FIPS_45017,SC,Calhoun County,71.1,Above 17,28.72
FIPS_45019,SC,Charleston County,69.3,Above 17,19.18
FIPS_45021,SC,Cherokee County,58.7,Above 17,19.62
FIPS_45023,SC,Chester County,63.3,Above 17,29.15
FIPS_45025,SC,Chesterfield County,54.1,Above 17,26.2
FIPS_45027,SC,Clarendon County,62.1,Above 17,17.17
FIPS_45029,SC,Colleton County,67.2,Above 17,34.51
FIPS_45031,SC,Darlington County,63,Above 17,28.71
FIPS_45033,SC,Dillon County,57.8,Above 17,42.49
FIPS_45039,SC,Fairfield County,67.2,Above 17,20.52
FIPS_45041,SC,Florence County,62.2,Above 17,20.97
FIPS_45043,SC,Georgetown County,73.4,Above 17,20.56
FIPS_45049,SC,Hampton County,63,Above 17,24.96
FIPS_45051,SC,Horry County,66.4,Above 17,18.73
FIPS_45053,SC,Jasper County,66.7,Above 17,30.5
FIPS_45055,SC,Kershaw County,67.3,Above 17,17.64
FIPS_45057,SC,Lancaster County,69.2,Above 17,19.52
FIPS_45061,SC,Lee County,61.4,Above 17,29.19
FIPS_45063,SC,Lexington County,66.2,Above 17,17.7
FIPS_45065,SC,McCormick County,68.4,Above 17,23.16
FIPS_45067,SC,Marion County,62.5,Above 17,27.76
FIPS_45069,SC,Marlboro County,54.9,Above 17,26.54
FIPS_45071,SC,Newberry County,65.1,Above 17,17.71
FIPS_45073,SC,Oconee County,66.1,Above 17,18.13
FIPS_45075,SC,Orangeburg County,61.2,Above 17,22.59
FIPS_45079,SC,Richland County,61.7,Above 17,17.44
FIPS_45083,SC,Spartanburg County,64.4,Above 17,19.45
FIPS_45085,SC,Sumter County,61.2,Above 17,18.73
FIPS_45087,SC,Union County,62,Above 17,18.99
FIPS_45089,SC,Williamsburg County,66.5,Above 17,21.44
FIPS_46005,SD,Beadle County,59,Above 17,18.46
FIPS_46013,SD,Brown County,61.2,Below 10,9.22
FIPS_46029,SD,Codington County,63,Below 10,9.26
FIPS_46033,SD,Custer County,73.5,Above 17,29.54
FIPS_46102,SD,Oglala Lakota County,35.5,Above 17,19.63
FIPS_46103,SD,Pennington County,67.4,Above 17,18.36
FIPS_46121,SD,Todd County,42.6,Above 17,27.45
FIPS_47005,TN,Benton County,56.3,Above 17,28.58
FIPS_47007,TN,Bledsoe County,46.6,Above 17,17.47
FIPS_47013,TN,Campbell County,47.4,Above 17,21.15
FIPS_47015,TN,Cannon County,58.7,Above 17,23.54
FIPS_47017,TN,Carroll County,54.8,Above 17,17.2
FIPS_47019,TN,Carter County,53.9,Above 17,19.49
FIPS_47021,TN,Cheatham County,65.4,Above 17,17.79
FIPS_47023,TN,Chester County,57.1,Above 17,17.33
FIPS_47025,TN,Claiborne County,50.7,Above 17,20.11
FIPS_47027,TN,Clay County,58.4,Above 17,31.24
FIPS_47029,TN,Cocke County,52.6,Above 17,20.7
FIPS_47033,TN,Crockett County,58.4,Above 17,19.55
FIPS_47035,TN,Cumberland County,65.8,Above 17,22.37
FIPS_47037,TN,Davidson County,62.1,Above 17,18.75
FIPS_47039,TN,Decatur County,57,Above 17,17.1
FIPS_47043,TN,Dickson County,59.9,Above 17,20.99
FIPS_47045,TN,Dyer County,53.6,Above 17,18.78
FIPS_47047,TN,Fayette County,70.7,Above 17,17.25
FIPS_47051,TN,Franklin County,57.9,Above 17,18.58
FIPS_47053,TN,Gibson County,60.5,Above 17,20.74
FIPS_47055,TN,Giles County,57.2,Above 17,23.1
FIPS_47061,TN,Grundy County,56.4,Above 17,25.37
FIPS_47065,TN,Hamilton County,61.3,Above 17,17.72
FIPS_47069,TN,Hardeman County,49.6,Above 17,19.84
FIPS_47071,TN,Hardin County,56.7,Above 17,25.67
FIPS_47075,TN,Haywood County,56.7,Above 17,21.82
FIPS_47079,TN,Henry County,59,Above 17,24.15
FIPS_47081,TN,Hickman County,50,Above 17,20.84
FIPS_47085,TN,Humphreys County,57.2,Above 17,21.62
FIPS_47091,TN,Johnson County,53.5,Above 17,19.13
FIPS_47097,TN,Lauderdale County,45.7,Above 17,17.06
FIPS_47099,TN,Lawrence County,57.4,Above 17,20.57
FIPS_47101,TN,Lewis County,60,Above 17,36.27
FIPS_47107,TN,McMinn County,55.3,Above 17,18.73
FIPS_47109,TN,McNairy County,56.1,Above 17,28.65
FIPS_47111,TN,Macon County,53.6,Above 17,22.27
FIPS_47113,TN,Madison County,57.7,Above 17,19.21
FIPS_47115,TN,Marion County,58.9,Above 17,18.15
FIPS_47125,TN,Montgomery County,52.6,Above 17,21.36
FIPS_47131,TN,Obion County,57.7,Above 17,17.17
FIPS_47133,TN,Overton County,57.9,Above 17,17.13
FIPS_47139,TN,Polk County,61.7,Above 17,23.78
FIPS_47143,TN,Rhea County,54.9,Above 17,17.6
FIPS_47145,TN,Roane County,60.2,Above 17,19.15
FIPS_47151,TN,Scott County,54,Above 17,21.79
FIPS_47155,TN,Sevier County,58.4,Above 17,17.15
FIPS_47157,TN,Shelby County,57.1,Above 17,30.59
FIPS_47159,TN,Smith County,59.7,Above 17,21.11
FIPS_47167,TN,Tipton County,59.1,Above 17,17.22
FIPS_47173,TN,Union County,52.9,Above 17,20.32
FIPS_47177,TN,Warren County,53.8,Above 17,18.54
FIPS_47183,TN,Weakley County,51.5,Above 17,18.57
FIPS_47185,TN,White County,56.6,Above 17,20.65
FIPS_47187,TN,Williamson County,86.2,Below 10,9.3
FIPS_48007,TX,Aransas County,65.8,Above 17,35.95
FIPS_48015,TX,Austin County,69,Above 17,22.74
FIPS_48019,TX,Bandera County,69.6,Above 17,19.31
FIPS_48021,TX,Bastrop County,62.8,Above 17,17.25
FIPS_48027,TX,Bell County,52.1,Above 17,18.24
FIPS_48031,TX,Blanco County,79.9,Above 17,23.76
FIPS_48037,TX,Bowie County,55.1,Above 17,17.49
FIPS_48041,TX,Brazos County,52.7,Below 10,7.51
FIPS_48043,TX,Brewster County,69.5,Above 17,36.76
FIPS_48059,TX,Callahan County,63.5,Above 17,18.62
FIPS_48061,TX,Cameron County,48.4,Below 10,5.62
FIPS_48067,TX,Cass County,61.2,Above 17,21.28
FIPS_48071,TX,Chambers County,75.1,Above 17,17.35
FIPS_48085,TX,Collin County,76.1,Below 10,8.19
FIPS_48093,TX,Comanche County,61.8,Above 17,23.54
FIPS_48111,TX,Dallam County,39.8,Above 17,27.76
FIPS_48121,TX,Denton County,71.6,Below 10,8.4
FIPS_48123,TX,DeWitt County,53.7,Above 17,18.7
FIPS_48141,TX,El Paso County,51.8,Below 10,8.07
FIPS_48143,TX,Erath County,54.3,Below 10,9.43
FIPS_48147,TX,Fannin County,56.3,Above 17,18.84
FIPS_48161,TX,Freestone County,59.8,Above 17,20.27
FIPS_48165,TX,Gaines County,54.7,Below 10,9.48
FIPS_48171,TX,Gillespie County,79.4,Above 17,21.65
FIPS_48175,TX,Goliad County,69.1,Above 17,28.99
FIPS_48179,TX,Gray County,51.3,Above 17,18.09
FIPS_48183,TX,Gregg County,56.4,Above 17,19.71
FIPS_48185,TX,Grimes County,58.9,Above 17,17.53
FIPS_48199,TX,Hardin County,64.9,Above 17,19.19
FIPS_48203,TX,Harrison County,62,Above 17,20.13
FIPS_48213,TX,Henderson County,58.9,Above 17,20.74
FIPS_48215,TX,Hidalgo County,51.2,Below 10,5.6
FIPS_48217,TX,Hill County,56.7,Above 17,18.24
FIPS_48219,TX,Hockley County,51.6,Above 17,17.35
FIPS_48221,TX,Hood County,69.9,Above 17,18.95
FIPS_48223,TX,Hopkins County,61,Above 17,25.01
FIPS_48227,TX,Howard County,41.1,Above 17,23.02
FIPS_48233,TX,Hutchinson County,57.7,Above 17,17.03
FIPS_48239,TX,Jackson County,61.7,Above 17,17.53
FIPS_48241,TX,Jasper County,59.1,Above 17,21.91
FIPS_48245,TX,Jefferson County,54.5,Above 17,18.22
FIPS_48265,TX,Kerr County,69.3,Above 17,19.92
FIPS_48273,TX,Kleberg County,49.4,Below 10,6.45
FIPS_48277,TX,Lamar County,58.3,Above 17,17.28
FIPS_48279,TX,Lamb County,51.3,Above 17,18.39
FIPS_48289,TX,Leon County,68.3,Above 17,19.61
FIPS_48291,TX,Liberty County,50.6,Above 17,20.86
FIPS_48293,TX,Limestone County,55.3,Above 17,17.05
FIPS_48297,TX,Live Oak County,55.5,Above 17,21.34
FIPS_48299,TX,Llano County,71.4,Above 17,21.5
FIPS_48307,TX,McCulloch County,58.4,Above 17,27.55
FIPS_48321,TX,Matagorda County,54.3,Above 17,17.94
FIPS_48323,TX,Maverick County,50.1,Below 10,5.49
FIPS_48337,TX,Montague County,66.7,Above 17,18.31
FIPS_48351,TX,Newton County,55.5,Above 17,27.65
FIPS_48365,TX,Panola County,66.4,Above 17,20.64
FIPS_48371,TX,Pecos County,43.8,Above 17,21.57
FIPS_48373,TX,Polk County,63.4,Above 17,24.66
FIPS_48375,TX,Potter County,44.8,Above 17,22.38
FIPS_48387,TX,Red River County,60.3,Above 17,19.79
FIPS_48401,TX,Rusk County,54.5,Above 17,17.86
FIPS_48403,TX,Sabine County,64.5,Above 17,20.99
FIPS_48415,TX,Scurry County,47.8,Above 17,17.73
FIPS_48419,TX,Shelby County,59,Above 17,17.36
FIPS_48423,TX,Smith County,61.6,Above 17,17.89
FIPS_48425,TX,Somervell County,72.9,Above 17,22.27
FIPS_48427,TX,Starr County,56.1,Below 10,9.01
FIPS_48441,TX,Taylor County,55.8,Above 17,17.59
FIPS_48453,TX,Travis County,70.9,Below 10,8.43
FIPS_48455,TX,Trinity County,61.3,Above 17,21.8
FIPS_48459,TX,Upshur County,61.5,Above 17,19.77
FIPS_48465,TX,Val Verde County,52,Below 10,9.37
FIPS_48467,TX,Van Zandt County,61.9,Above 17,17.88
FIPS_48469,TX,Victoria County,52.4,Above 17,17.15
FIPS_48471,TX,Walker County,41.1,Below 10,7.75
FIPS_48479,TX,Webb County,49.4,Below 10,5.89
FIPS_48491,TX,Williamson County,74.7,Below 10,9.5
FIPS_48493,TX,Wilson County,67.6,Above 17,23.89
FIPS_48495,TX,Winkler County,43.7,Above 17,30.7
FIPS_48503,TX,Young County,63.9,Above 17,18.87
FIPS_49001,UT,Beaver County,74.1,Above 17,30.4
FIPS_49005,UT,Cache County,70,Below 10,8.06
FIPS_49007,UT,Carbon County,63.5,Above 17,21.53
FIPS_49011,UT,Davis County,73.6,Below 10,9.62
FIPS_49013,UT,Duchesne County,66.5,Above 17,25.96
FIPS_49015,UT,Emery County,70.2,Above 17,29.72
FIPS_49017,UT,Garfield County,73.7,Above 17,39.61
FIPS_49023,UT,Juab County,78.1,Above 17,24.16
FIPS_49027,UT,Millard County,73.1,Above 17,18.44
FIPS_49037,UT,San Juan County,65.1,Above 17,20.44
FIPS_49041,UT,Sevier County,69.3,Above 17,23.25
FIPS_49047,UT,Uintah County,64.9,Above 17,21.83
FIPS_49049,UT,Utah County,72.8,Below 10,9.36
FIPS_50001,VT,Addison County,75.9,Below 10,7.59
FIPS_50005,VT,Caledonia County,63.2,Above 17,18.61
FIPS_50007,VT,Chittenden County,75.2,Below 10,6.74
FIPS_50017,VT,Orange County,63.6,Above 17,19.36
FIPS_51003,VA,Albemarle County,79.4,Below 10,9.02
FIPS_51007,VA,Amelia County,78.1,Above 17,27.65
FIPS_51013,VA,Arlington County,77.2,Below 10,3.05
FIPS_51027,VA,Buchanan County,56.5,Above 17,23.47
FIPS_51033,VA,Caroline County,70.9,Above 17,18.95
FIPS_51037,VA,Charlotte County,66.7,Above 17,18.37
FIPS_51051,VA,Dickenson County,62.4,Above 17,31.65
FIPS_51059,VA,Fairfax County,80.6,Below 10,4.83
FIPS_51071,VA,Giles County,69.7,Above 17,23.83
FIPS_51089,VA,Henry County,64.1,Above 17,21.61
FIPS_51095,VA,James City County,84,Below 10,8.67
FIPS_51099,VA,King George County,71.9,Above 17,17.28
FIPS_51103,VA,Lancaster County,81.2,Above 17,24.18
FIPS_51105,VA,Lee County,51.9,Above 17,17.78
FIPS_51107,VA,Loudoun County,88.6,Below 10,5.52
FIPS_51109,VA,Louisa County,76.5,Above 17,22.88
FIPS_51111,VA,Lunenburg County,61.9,Above 17,24.57
FIPS_51113,VA,Madison County,78.5,Above 17,24.16
FIPS_51117,VA,Mecklenburg County,66.2,Above 17,20.85
FIPS_51121,VA,Montgomery County,57.6,Below 10,7.71
FIPS_51125,VA,Nelson County,78,Above 17,17.49
FIPS_51131,VA,Northampton County,72.9,Above 17,18.61
FIPS_51137,VA,Orange County,73.9,Below 10,9.29
FIPS_51141,VA,Patrick County,65.9,Above 17,24.9
FIPS_51143,VA,Pittsylvania County,70.1,Above 17,21.05
FIPS_51153,VA,Prince William County,78.1,Below 10,6.99
FIPS_51163,VA,Rockbridge County,67.4,Above 17,17.68
FIPS_51167,VA,Russell County,61.8,Above 17,18.6
FIPS_51169,VA,Scott County,61.5,Above 17,33.17
FIPS_51173,VA,Smyth County,58.3,Above 17,26.91
FIPS_51177,VA,Spotsylvania County,77,Below 10,9.35
FIPS_51179,VA,Stafford County,76.3,Below 10,8.66
FIPS_51185,VA,Tazewell County,61,Above 17,18.52
FIPS_51191,VA,Washington County,65.4,Above 17,18.49
FIPS_51197,VA,Wythe County,66.2,Above 17,17.37
FIPS_51199,VA,York County,76.9,Below 10,9.38
FIPS_51510,VA,Alexandria city,76.2,Below 10,5.92
FIPS_51540,VA,Charlottesville city,65.2,Below 10,8.01
FIPS_51570,VA,Colonial Heights city,70.5,Above 17,23.86
FIPS_51590,VA,Danville city,63,Above 17,35.36
FIPS_51650,VA,Hampton city,63.1,Above 17,18.54
FIPS_51660,VA,Harrisonburg city,43.1,Below 10,8.22
FIPS_51670,VA,Hopewell city,58.9,Above 17,30.13
FIPS_51683,VA,Manassas city,69.9,Below 10,7.26
FIPS_51690,VA,Martinsville city,65.2,Above 17,24.85
FIPS_51700,VA,Newport News city,61.4,Above 17,20.93
FIPS_51710,VA,Norfolk city,47.7,Above 17,21.73
FIPS_51730,VA,Petersburg city,59.3,Above 17,48.41
FIPS_51740,VA,Portsmouth city,62.3,Above 17,25.95
FIPS_51760,VA,Richmond city,62,Above 17,24.44
FIPS_51770,VA,Roanoke city,59.2,Above 17,21.7
FIPS_51790,VA,Staunton city,66.6,Above 17,17.75
FIPS_51840,VA,Winchester city,62.3,Below 10,7.89
FIPS_53003,WA,Asotin County,68,Above 17,19.49
FIPS_53009,WA,Clallam County,79.4,Above 17,19.1
FIPS_53019,WA,Ferry County,68.7,Above 17,26.15
FIPS_53021,WA,Franklin County,64.5,Below 10,8.1
FIPS_53031,WA,Jefferson County,90.5,Above 17,18.87
FIPS_53033,WA,King County,79.4,Below 10,8.07
FIPS_53041,WA,Lewis County,75.5,Above 17,17.35
FIPS_53045,WA,Mason County,74.2,Above 17,18.38
FIPS_53061,WA,Snohomish County,77,Below 10,8.7
FIPS_53075,WA,Whitman County,54.6,Below 10,9.71
FIPS_54001,WV,Barbour County,50.4,Above 17,20.54
FIPS_54005,WV,Boone County,52.4,Above 17,22.8
FIPS_54007,WV,Braxton County,50.4,Above 17,25.55
FIPS_54011,WV,Cabell County,50.4,Above 17,18.39
FIPS_54015,WV,Clay County,50.4,Above 17,44.08
FIPS_54017,WV,Doddridge County,43.8,Above 17,23.7
FIPS_54025,WV,Greenbrier County,56.6,Above 17,20.08
FIPS_54031,WV,Hardy County,59.3,Above 17,26.17
FIPS_54033,WV,Harrison County,57.6,Above 17,20.42
FIPS_54039,WV,Kanawha County,57.3,Above 17,22
FIPS_54041,WV,Lewis County,59.3,Above 17,27.41
FIPS_54043,WV,Lincoln County,49.2,Above 17,20.37
FIPS_54045,WV,Logan County,50.4,Above 17,17.8
FIPS_54047,WV,McDowell County,45.9,Above 17,38.73
FIPS_54049,WV,Marion County,57.6,Above 17,18.5
FIPS_54053,WV,Mason County,53.2,Above 17,17.27
FIPS_54055,WV,Mercer County,53.5,Above 17,23.28
FIPS_54057,WV,Mineral County,59.5,Above 17,17.02
FIPS_54061,WV,Monongalia County,49.4,Below 10,9.84
FIPS_54063,WV,Monroe County,61.2,Above 17,27.04
FIPS_54065,WV,Morgan County,59.7,Above 17,28.13
FIPS_54067,WV,Nicholas County,54.3,Above 17,28.22
FIPS_54071,WV,Pendleton County,63.3,Above 17,40.06
FIPS_54081,WV,Raleigh County,56.6,Above 17,23.65
FIPS_54083,WV,Randolph County,52.8,Above 17,18.79
FIPS_54085,WV,Ritchie County,55.5,Above 17,22.72
FIPS_54087,WV,Roane County,53.2,Above 17,37.49
FIPS_54089,WV,Summers County,52.7,Above 17,22
FIPS_54093,WV,Tucker County,65.6,Above 17,29.03
FIPS_54101,WV,Webster County,51.3,Above 17,28.93
FIPS_54109,WV,Wyoming County,51.9,Above 17,20.14
FIPS_55003,WI,Ashland County,72.8,Above 17,18
FIPS_55007,WI,Bayfield County,87.6,Above 17,19.94
FIPS_55009,WI,Brown County,75,Below 10,8.97
FIPS_55015,WI,Calumet County,81.7,Below 10,7.2
FIPS_55019,WI,Clark County,62.5,Below 10,6.92
FIPS_55025,WI,Dane County,84.7,Below 10,7.23
FIPS_55027,WI,Dodge County,70,Below 10,7.06
FIPS_55031,WI,Douglas County,71.6,Below 10,9.68
FIPS_55033,WI,Dunn County,65.9,Below 10,7.54
FIPS_55039,WI,Fond du Lac County,72.8,Below 10,9.53
FIPS_55045,WI,Green County,75.9,Below 10,7.59
FIPS_55055,WI,Jefferson County,73.3,Below 10,8.72
FIPS_55057,WI,Juneau County,65.2,Below 10,9.77
FIPS_55059,WI,Kenosha County,71.4,Below 10,9.82
FIPS_55063,WI,La Crosse County,72.4,Below 10,7.27
FIPS_55073,WI,Marathon County,74.8,Below 10,9
FIPS_55079,WI,Milwaukee County,67.8,Above 17,19.57
FIPS_55085,WI,Oneida County,82.8,Below 10,9.57
FIPS_55087,WI,Outagamie County,77.2,Below 10,9.2
FIPS_55089,WI,Ozaukee County,89.4,Below 10,6.96
FIPS_55093,WI,Pierce County,70.4,Below 10,7.58
FIPS_55097,WI,Portage County,72.6,Below 10,6.79
FIPS_55105,WI,Rock County,70.5,Below 10,9.71
FIPS_55109,WI,St. Croix County,85.1,Below 10,7.57
FIPS_55111,WI,Sauk County,75.1,Below 10,9.97
FIPS_55115,WI,Shawano County,71,Below 10,7.34
FIPS_55117,WI,Sheboygan County,75.9,Below 10,7.97
FIPS_55125,WI,Vilas County,84.5,Above 17,17.33
FIPS_55127,WI,Walworth County,73,Below 10,9.08
FIPS_55131,WI,Washington County,84.2,Below 10,8.41
FIPS_55133,WI,Waukesha County,87.1,Below 10,8.05
FIPS_55139,WI,Winnebago County,70.5,Below 10,9.12
FIPS_56003,WY,Big Horn County,67.3,Above 17,21.98
FIPS_56007,WY,Carbon County,60.2,Above 17,26.52
FIPS_56009,WY,Converse County,68.9,Above 17,27.43
FIPS_56013,WY,Fremont County,61.6,Above 17,29.77
FIPS_56017,WY,Hot Springs County,70.6,Above 17,52.71
FIPS_56021,WY,Laramie County,60.3,Above 17,23.41
FIPS_56023,WY,Lincoln County,75.2,Above 17,18.39
FIPS_56025,WY,Natrona County,59,Above 17,21.98
FIPS_56029,WY,Park County,73.3,Above 17,26.57
FIPS_56031,WY,Platte County,71.9,Above 17,28.05
FIPS_56033,WY,Sheridan County,69.9,Above 17,20.4
FIPS_56035,WY,Sublette County,67.5,Above 17,28.53
FIPS_56037,WY,Sweetwater County,54.4,Above 17,25.03
FIPS_56039,WY,Teton County,86.2,Below 10,9.44
FIPS_56041,WY,Uinta County,67,Above 17,22.55
